placeType,scenario,order,speaker,korean,english,romanization,vocabulary
department,2. Shopping (쇼핑하기),7,Staff,좋아요. 갈게요.,Good. I'll go there.,Joayo. Galgeyo.,
department,2. Shopping (쇼핑하기),8,Customer,즐거운 쇼핑 되세요.,Enjoy your shopping.,Jeulgeoun syoping doeseyo.,
department,1. deptreturn,1,Staff,교환하러 왔어요.,I came to exchange this.,Gyohwanharo wasseoyo.,
department,1. deptreturn,2,Customer,영수증 있으세요?,Do you have the receipt?,Yeongsujeung isseuseyo?,
department,1. deptreturn,3,Staff,네 여기요.,Yes here.,Ne yeogiyo.,
department,1. deptreturn,4,Customer,무슨 문제예요?,What's the problem?,Museun munjeyeyo?,
department,1. deptreturn,5,Staff,사이즈가 안 맞아요.,The size doesn't fit.,Saijeu-ga an majayo.,
department,1. deptreturn,6,Customer,다른 사이즈로 바꿔드릴게요.,I'll exchange it for a different size.,Dareun saijeu-ro bakkwodeurilgeyo.,
department,1. deptreturn,7,Staff,L사이즈로 주세요.,Large size please.,L-saijeu-ro juseyo.,
department,1. deptreturn,8,Customer,네 잠시만요.,Yes just a moment.,Ne jamsimanyo.,
department,1. deptinquiry,1,Staff,영업시간이 어떻게 돼요?,What are the business hours?,Yeongeopsiganl eotteoke dwaeyo?,
department,1. deptinquiry,2,Customer,10시부터 밤 10시까지요.,10 AM to 10 PM.,Yeol-sibuteo bam yeolsikkajiyo.,
department,1. deptinquiry,3,Staff,주차장 있어요?,Is there parking?,Juchajang isseoyo?,
department,1. deptinquiry,4,Customer,네 지하에 있어요. 3시간 무료예요.,Yes in the basement. 3 hours free.,Ne jiha-e isseoyo. Se-sigan muryoyeyo.,
department,1. deptinquiry,5,Staff,식당가는 몇 층이에요?,Which floor is the food court?,Sikdangganeun myeot cheung-ieyo?,
department,1. deptinquiry,6,Customer,6층이요.,6th floor.,Yuk-cheung-iyo.,
department,1. deptinquiry,7,Staff,감사합니다.,Thank you.,Gamsahamnida.,
department,1. deptinquiry,8,Customer,천만에요.,You're welcome.,Cheonmaneyo.,
scenic,3. Photo Spots (사진 명소),1,Staff,여기서 사진 찍어도 돼요?,Can I take photos here?,Yeogiseo sajin jjigeodo dwaeyo?,
scenic,3. Photo Spots (사진 명소),2,Customer,네 괜찮아요.,Yes that's fine.,Ne gwaenchanayo.,
scenic,3. Photo Spots (사진 명소),3,Staff,사진 좀 찍어주실 수 있어요?,Could you take a photo for me?,Sajin jom jjigeojusil su isseoyo?,
scenic,3. Photo Spots (사진 명소),4,Customer,네 물론이죠. 카메라 주세요.,Yes of course. Give me your camera.,Ne mullon-ijyo. Kamera juseyo.,
scenic,3. Photo Spots (사진 명소),5,Staff,여기 버튼 누르시면 돼요.,Just press this button.,Yeogi beoteun nureuseumyeon dwaeyo.,
scenic,3. Photo Spots (사진 명소),6,Customer,하나 둘 셋! 찍었어요.,One two three! Done.,Hana dul set! Jjigeosseoyo.,
scenic,3. Photo Spots (사진 명소),7,Staff,감사합니다!,Thank you!,Gamsahamnida!,
scenic,3. Photo Spots (사진 명소),8,Customer,잘 나왔어요.,It came out well.,Jal nawasseoyo.,
scenic,1. scenicinfo,1,Staff,이 건물이 뭐예요?,What is this building?,I geonmul-i mwoyeyo?,
scenic,1. scenicinfo,2,Customer,경복궁이요. 조선시대 궁궐이에요.,It's Gyeongbokgung. A Joseon Dynasty palace.,Gyeongbokgung-iyo. Joseon-sidae gunggwol-ieyo.,
scenic,1. scenicinfo,3,Staff,언제 지어졌어요?,When was it built?,Eonje jieojyeosseoyo?,
scenic,1. scenicinfo,4,Customer,1395년이요.,In 1395.,Cheonsambaek-gusib-o-nyeon-iyo.,
scenic,1. scenicinfo,5,Staff,입장료가 얼마예요?,What's the admission fee?,Ipjangryoga eolmayeyo?,
scenic,1. scenicinfo,6,Customer,3000원이요. 한복 입으면 무료예요.,3,Samcheon-won-iyo. Hanbok ibeumyeon muryoyeyo.,
scenic,1. scenicinfo,7,Staff,한복 빌릴 수 있어요?,Can I rent a hanbok?,Hanbok billil su isseoyo?,
scenic,1. scenicinfo,8,Customer,네 근처에 대여점 많아요.,Yes there are many rental shops nearby.,Ne geuncheoe daeyeojeom manayo.,
scenic,2. Getting Guide (가이드 안내),1,Staff,가이드 투어 있어요?,Are there guided tours?,Gaideu tueo isseoyo?,
scenic,2. Getting Guide (가이드 안내),2,Customer,네 영어 투어도 있어요.,Yes there's an English tour too.,Ne yeongeo tueodo isseoyo.,
scenic,2. Getting Guide (가이드 안내),3,Staff,몇 시에 시작해요?,What time does it start?,Myeot si-e sijakae-yo?,
scenic,2. Getting Guide (가이드 안내),4,Customer,11시하고 2시에 있어요.,At 11 AM and 2 PM.,Yeolhan-sihago du-sie isseoyo.,
scenic,2. Getting Guide (가이드 안내),5,Staff,얼마나 걸려요?,How long is it?,Eolmana geollyeoyo?,
scenic,2. Getting Guide (가이드 안내),6,Customer,약 1시간 30분이요.,About 1 hour 30 minutes.,Yak han-sigan samsip-bun-iyo.,
scenic,2. Getting Guide (가이드 안내),7,Staff,예약해야 해요?,Do I need to reserve?,Yeyakhaeya haeyo?,
scenic,2. Getting Guide (가이드 안내),8,Customer,아니요. 그냥 오시면 돼요.,No. Just come.,Aniyo. Geunyang osimyeon dwaeyo.,
apartment,1. aptview,1,Staff,집 보러 왔어요.,I came to see an apartment.,Jip boreo wasseoyo.,
apartment,1. aptview,2,Customer,어떤 조건을 원하세요?,What conditions are you looking for?,Eotteon jogeonuel wonhaseyo?,
apartment,1. aptview,3,Staff,방 2개짜리로요.,Two bedrooms please.,Bang du-gaejjariro-yo.,
apartment,1. aptview,4,Customer,보증금 얼마까지 생각하세요?,What's your deposit budget?,Bojeunggeum eolmakkaji saenggakaseyo?,
apartment,1. aptview,5,Staff,5000만원 정도요.,About 50 million won.,Ocheonman-won jeongdoyo.,
apartment,1. aptview,6,Customer,좋은 매물 있어요. 보실래요?,There's a good listing. Want to see it?,Joeun maemul isseoyo. Bosillaeyo?,
apartment,1. aptview,7,Staff,네 언제 볼 수 있어요?,Yes when can I see it?,Ne eonje bol su isseoyo?,
apartment,1. aptview,8,Customer,오늘 오후에 가능해요.,This afternoon is possible.,Oneul ohue ganeunghaeyo.,
apartment,1. aptcontract,1,Staff,이 집으로 계약하고 싶어요.,I want to sign a contract for this place.,I jibeuro gyeyakhago sipeoyo.,
apartment,1. aptcontract,2,Customer,보증금은 5000만원 월세 80만원이에요.,Deposit is 50 million and rent is 800,Bojeunggeunmeun ocheonman-won wolse palsipman-won-ieyo.,
apartment,1. aptcontract,3,Staff,월세 좀 깎아주실 수 있어요?,Can you lower the rent?,Wolse jom kkakkajusil su isseoyo?,
apartment,1. aptcontract,4,Customer,집주인한테 여쭤볼게요.,I'll ask the landlord.,Jipjuinhante yeojjweobolgeyo.,
apartment,1. aptcontract,5,Staff,입주는 언제부터 가능해요?,When can I move in?,Ipjuneun eonjebuteo ganeunghaeyo?,
apartment,1. aptcontract,6,Customer,다음 달 1일부터요.,From the 1st of next month.,Daeum dal il-ilbuteoyo.,
apartment,1. aptcontract,7,Staff,좋아요. 계약할게요.,Good. I'll sign the contract.,Joayo. Gyeyakhalgeyo.,
apartment,1. aptcontract,8,Customer,신분증 가져오셨어요?,Did you bring your ID?,Sinbunjeung gajyeoosyeosseoyo?,
apartment,1. aptinquiry,1,Staff,전세도 있어요?,Do you have jeonse options?,Jeonsedo isseoyo?,
apartment,1. aptinquiry,2,Customer,네 몇 개 있어요.,Yes we have a few.,Ne myeot gae isseoyo.,
apartment,1. aptinquiry,3,Staff,전세가 뭐예요?,What is jeonse?,Jeonsega mwoyeyo?,
apartment,1. aptinquiry,4,Customer,목돈을 맡기고 월세 없이 사는 거예요.,You deposit a lump sum and live rent-free.,Mokdoneul matgigo wolse eopsi saneun geoyeyo.,
apartment,1. aptinquiry,5,Staff,보증보험 들 수 있어요?,Can I get deposit insurance?,Bojeungboheom deul su isseoyo?,
apartment,1. aptinquiry,6,Customer,네 가능해요. 안전해요.,Yes you can. It's safe.,Ne ganeunghaeyo. Anjeonhaeyo.,
apartment,1. aptinquiry,7,Staff,좋은 정보 감사합니다.,Thank you for the good information.,Joeun jeongbo gamsahamnida.,
apartment,1. aptinquiry,8,Customer,언제든 연락주세요.,Contact us anytime.,Eonjedeunn yeollakjuseyo.,
ktv,1. Getting Room (방 배정),1,Staff,노래방 하고 싶어요.,We want to do karaoke.,Noraebang hago sipeoyo.,
ktv,1. Getting Room (방 배정),2,Customer,몇 분이세요?,How many people?,Myeot buniseyo?,
ktv,1. Getting Room (방 배정),3,Staff,4명이요.,Four people.,Ne-myeong-iyo.,
ktv,1. Getting Room (방 배정),4,Customer,중간 방으로 드릴까요?,Would you like a medium room?,Junggan bangeuro deurilkkayo?,
ktv,1. Getting Room (방 배정),5,Staff,네 좋아요. 시간당 얼마예요?,Yes. How much per hour?,Ne joayo. Sigandang eolmayeyo?,
ktv,1. Getting Room (방 배정),6,Customer,1시간에 15000원이요.,15,Han-sigane man-ocheon-won-iyo.,
ktv,1. Getting Room (방 배정),7,Staff,2시간이요.,Two hours please.,Du-sigan-iyo.,
ktv,1. Getting Room (방 배정),8,Customer,3번 방이요. 이쪽으로요.,Room 3. This way.,Sam-beon bang-iyo. Ijjok-euro-yo.,
ktv,2. Choosing Songs (노래 선택),1,Staff,영어 노래도 있어요?,Do you have English songs?,Yeongeo noraedo isseoyo?,
ktv,2. Choosing Songs (노래 선택),2,Customer,네 많아요. 리모컨 여기 있어요.,Yes many. Here's the remote.,Ne manayo. Rimokon yeogi isseoyo.,
ktv,2. Choosing Songs (노래 선택),3,Staff,인기 있는 노래 추천해 주세요.,Recommend popular songs please.,Ingi inneun norae chucheonhae juseyo.,
ktv,2. Choosing Songs (노래 선택),4,Customer,요즘 이 노래가 인기예요.,This song is popular now.,Yojeum i noraega ingi-yeyo.,
ktv,2. Choosing Songs (노래 선택),5,Staff,예약 어떻게 해요?,How do I queue a song?,Yeyak eotteoke haeyo?,
ktv,2. Choosing Songs (노래 선택),6,Customer,번호 누르고 예약 버튼 누르세요.,Press the number then the reserve button.,Beonho nureugo yeyak beoteun nureuseyo.,
ktv,2. Choosing Songs (노래 선택),7,Staff,알겠어요. 감사합니다.,Got it. Thanks.,Algesseoyo. Gamsahamnida.,
ktv,2. Choosing Songs (노래 선택),8,Customer,즐거운 시간 보내세요!,Have fun!,Jeulgeoun sigan bonaeseyo!,
ktv,1. ktvpay,1,Staff,계산할게요.,I'd like to pay.,Gyesanhalgeyo.,
ktv,1. ktvpay,2,Customer,2시간 30분 하셨어요. 45000원이요.,You used 2 hours 30 minutes. 45,Du-sigan samsip-bun hasyeosseoyo. Saman-ocheon-won-iyo.,
ktv,1. ktvpay,3,Staff,음료 값도 포함이에요?,Does that include drinks?,Eumnyo gapdo poham-ieyo?,
ktv,1. ktvpay,4,Customer,네 다 포함이에요.,Yes everything included.,Ne da poham-ieyo.,
ktv,1. ktvpay,5,Staff,카드로 해도 돼요?,Can I pay by card?,Kadeuro haedo dwaeyo?,
ktv,1. ktvpay,6,Customer,네 됩니다.,Yes you can.,Ne doemnida.,
ktv,1. ktvpay,7,Staff,재밌었어요!,It was fun!,Jaemisseosseoyo!,
ktv,1. ktvpay,8,Customer,감사합니다. 또 오세요!,Thank you. Come again!,Gamsahamnida. Tto oseyo!,
theater,1. theaterticket,1,Staff,오늘 공연 표 있어요?,Are there tickets for today's show?,Oneul gongyeon pyo isseoyo?,
theater,1. theaterticket,2,Customer,몇 시 공연이요?,Which showing?,Myeot si gongyeon-iyo?,
theater,1. theaterticket,3,Staff,저녁 7시요.,7 PM evening.,Jeonyeok ilgopsi-yo.,
theater,1. theaterticket,4,Customer,좌석이 조금 남았어요.,A few seats are left.,Jwaseogi jogeum namasseoyo.,
theater,1. theaterticket,5,Staff,얼마예요?,How much?,Eolmayeyo?,
theater,1. theaterticket,6,Customer,R석 8만원 S석 6만원이에요.,R seats 80,R-seok palman-won S-seok yungman-won-ieyo.,
theater,1. theaterticket,7,Staff,S석 두 장 주세요.,Two S seats please.,S-seok du jang juseyo.,
theater,1. theaterticket,8,Customer,12만원입니다.,That's 120,Sibiman-wonimida.,
theater,1. theaterseat,1,Staff,좋은 좌석 추천해 주세요.,Recommend good seats please.,Joeun jwaseok chucheonhae juseyo.,
theater,1. theaterseat,2,Customer,중앙 앞쪽이 무대가 잘 보여요.,Center front has a good view of the stage.,Jungang apjjogi mudaega jal boyeoyo.,
theater,1. theaterseat,3,Staff,너무 앞은 불편하지 않아요?,Isn't too front uncomfortable?,Neomu apeun bulpyeonhaji anayo?,
theater,1. theaterseat,4,Customer,10열 정도가 좋아요.,Row 10 is good.,Sip-yeol jeongdoga joayo.,
theater,1. theaterseat,5,Staff,그럼 10열로 주세요.,Then row 10 please.,Geureom sip-yeol-lo juseyo.,
theater,1. theaterseat,6,Customer,10열 12번 13번 어떠세요?,How about row 10 seats 12 and 13?,Sip-yeol sib-i-beon sip-sam-beon eotteuseyo?,
theater,1. theaterseat,7,Staff,좋아요.,Good.,Joayo.,
theater,1. theaterseat,8,Customer,예매 완료됐어요.,Booking complete.,Yemae wanryodwaesseoyo.,
theater,1. theaterprogram,1,Staff,지금 어떤 공연 해요?,What shows are on now?,Jigeum eotteon gongyeon haeyo?,
theater,1. theaterprogram,2,Customer,뮤지컬 오페라의 유령이요.,The musical Phantom of the Opera.,Myujikeol Operaui Yuryeong-iyo.,
theater,1. theaterprogram,3,Staff,공연 시간이 얼마나 돼요?,How long is the show?,Gongyeon sigani eolmana dwaeyo?,
theater,1. theaterprogram,4,Customer,인터미션 포함 3시간이요.,3 hours including intermission.,Inteomisyeon poham se-sigan-iyo.,
theater,1. theaterprogram,5,Staff,자막이 있어요?,Are there subtitles?,Jamagi isseoyo?,
theater,1. theaterprogram,6,Customer,네 영어 자막 있어요.,Yes there are English subtitles.,Ne yeongeo jamak isseoyo.,
theater,1. theaterprogram,7,Staff,좋네요.,Great.,Joeunneyo.,
theater,1. theaterprogram,8,Customer,즐거운 관람 되세요.,Enjoy the show.,Jeulgeoun gwallam doeseyo.,
stadium,1. stadiumticket,1,Staff,야구 표 사고 싶어요.,I want to buy baseball tickets.,Yagu pyo sago sipeoyo.,
stadium,1. stadiumticket,2,Customer,어느 경기요?,Which game?,Eoneu gyeonggi-yo?,
stadium,1. stadiumticket,3,Staff,이번 주 토요일이요.,This Saturday.,Ibeon ju toyoil-iyo.,
stadium,1. stadiumticket,4,Customer,삼성 대 LG요.,Samsung vs LG.,Samsung dae LG-yo.,
stadium,1. stadiumticket,5,Staff,외야석으로 주세요.,Outfield seats please.,Oeyaseok-euro juseyo.,
stadium,1. stadiumticket,6,Customer,1인당 15000원이요.,15,Il-indang man-ocheon-won-iyo.,
stadium,1. stadiumticket,7,Staff,두 장이요.,Two tickets.,Du jang-iyo.,
stadium,1. stadiumticket,8,Customer,3만원입니다.,30,Samman-wonimida.,
stadium,1. stadiumseat,1,Staff,우리 좌석이 어디예요?,Where are our seats?,Uri jwaseogi eodiyeyo?,
stadium,1. stadiumseat,2,Customer,표 보여주세요.,Show me your tickets.,Pyo boyeojuseyo.,
stadium,1. stadiumseat,3,Staff,여기요.,Here.,Yeogiyo.,
stadium,1. stadiumseat,4,Customer,3루 쪽 K블록 15열이요.,3rd base side K block row 15.,Sam-lu jjok K-beullok sib-o-yeol-iyo.,
stadium,1. stadiumseat,5,Staff,어디로 가요?,How do I get there?,Eodiro gayo?,
stadium,1. stadiumseat,6,Customer,저쪽 계단으로 올라가세요.,Go up those stairs.,Jeojjok gyedaneuro ollagaseyo.,
stadium,1. stadiumseat,7,Staff,감사합니다.,Thank you.,Gamsahamnida.,
stadium,1. stadiumseat,8,Customer,경기 잘 보세요!,Enjoy the game!,Gyeonggi jal boseyo!,
stadium,1. stadiumfac,1,Staff,매점이 어디 있어요?,Where is the concession stand?,Maejeon-i eodi isseoyo?,
stadium,1. stadiumfac,2,Customer,각 층마다 있어요.,On every level.,Gak cheungmada isseoyo.,
stadium,1. stadiumfac,3,Staff,맥주도 팔아요?,Do they sell beer?,Maekjudo parayo?,
stadium,1. stadiumfac,4,Customer,네 치킨도 있어요.,Yes and fried chicken too.,Ne chikindo isseoyo.,
stadium,1. stadiumfac,5,Staff,화장실은요?,Restrooms?,Hwajangsireunyo?,
stadium,1. stadiumfac,6,Customer,매점 옆에 있어요.,Next to the concession stand.,Maejeonn yeope isseoyo.,
stadium,1. stadiumfac,7,Staff,응원도구 파는 데 있어요?,Is there a place selling cheering goods?,Eungwondogu paneun de isseoyo?,
stadium,1. stadiumfac,8,Customer,입구 근처에 기념품점이 있어요.,There's a souvenir shop near the entrance.,Ipgu geuncheoe ginyeompumjeom-i isseoyo.,
asset,1. assetaccount,1,Staff,증권 계좌 개설하고 싶어요.,I want to open a securities account.,Jeunggwon gyejwa gaesulhago sipeoyo.,
asset,1. assetaccount,2,Customer,여권하고 비자 보여주세요.,Show your passport and visa.,Yeogwon-hago bija boyeojuseyo.,
asset,1. assetaccount,3,Staff,외국인도 가능해요?,Is it possible for foreigners?,Oegugin-do ganeunghaeyo?,
asset,1. assetaccount,4,Customer,네 외국인등록증 있으면 돼요.,Yes if you have an ARC.,Ne oegugindeungrokjeung isseumyeon dwaeyo.,
asset,1. assetaccount,5,Staff,한국 주식 살 수 있어요?,Can I buy Korean stocks?,Hanguk jusik sal su isseoyo?,
asset,1. assetaccount,6,Customer,네 가능해요. 앱도 영어로 돼요.,Yes you can. The app is in English too.,Ne ganeunghaeyo. Aepdo yeongeoro dwaeyo.,
asset,1. assetaccount,7,Staff,수수료는 얼마예요?,What are the fees?,Susuryoneun eolmayeyo?,
asset,1. assetaccount,8,Customer,거래당 0.015%예요.,0.015% per trade.,Georaedang yeongjeon-ilgo-peosenteu-yeyo.,
asset,1. assetinvest,1,Staff,좋은 투자 상품 있어요?,Are there good investment products?,Joeun tuja sangpum isseoyo?,
asset,1. assetinvest,2,Customer,어떤 투자 스타일이세요?,What's your investment style?,Eotteon tuja seutail-iseyo?,
asset,1. assetinvest,3,Staff,안전한 걸 원해요.,I want something safe.,Anjeonhan geol wonhaeyo.,
asset,1. assetinvest,4,Customer,적금이나 채권 추천해요.,I recommend savings or bonds.,Jeokgeum-ina chaegwon chucheonhaeyo.,
asset,1. assetinvest,5,Staff,수익률이 얼마예요?,What's the return rate?,Suignyuri eolmayeyo?,
asset,1. assetinvest,6,Customer,연 3~4% 정도요.,About 3-4% annually.,Yeon sam-sa-peosenteu jeongdoyo.,
asset,1. assetinvest,7,Staff,생각해 볼게요.,I'll think about it.,Saenggakae bolgeyo.,
asset,1. assetinvest,8,Customer,자료 드릴게요.,I'll give you some materials.,Jaryo deurilgeyo.,
asset,1. assetconsult,1,Staff,재정 상담 받고 싶어요.,I want financial consultation.,Jaejeong sangdam batgo sipeoyo.,
asset,1. assetconsult,2,Customer,어떤 부분이요?,What aspect?,Eotteon bubun-iyo?,
asset,1. assetconsult,3,Staff,은퇴 준비요.,Retirement planning.,Euntoe junbiyo.,
asset,1. assetconsult,4,Customer,현재 자산 상황을 알려주세요.,Tell me your current asset situation.,Hyeonjae jasan sanghwang-eul allyeojuseyo.,
asset,1. assetconsult,5,Staff,상담비가 있어요?,Is there a consultation fee?,Sangdambiga isseoyo?,
asset,1. assetconsult,6,Customer,첫 상담은 무료예요.,First consultation is free.,Cheot sangdameun muryoyeyo.,
asset,1. assetconsult,7,Staff,좋아요. 시작해요.,Good. Let's start.,Joayo. Sijakhaeyo.,
asset,1. assetconsult,8,Customer,네 이쪽으로 앉으세요.,Yes please sit this way.,Ne ijjogeuro anjeuseyo.,
company,2. Business Meeting (미팅),1,Staff,회의실이 어디예요?,Where is the meeting room?,Hoeuisiri eodiyeyo?,
company,2. Business Meeting (미팅),2,Customer,몇 층 회의실이요?,Which floor meeting room?,Myeot cheung hoeuisiriyo?,
company,2. Business Meeting (미팅),3,Staff,10층 A회의실이요.,10th floor room A.,Sip-cheung A-hoeuisiriyo.,
company,2. Business Meeting (미팅),4,Customer,엘리베이터 타고 왼쪽이요.,Take the elevator then go left.,Ellibeiteo tago oenjjog-iyo.,
company,2. Business Meeting (미팅),5,Staff,와이파이 비밀번호 뭐예요?,What's the WiFi password?,Waipai bimilbeonho mwoyeyo?,
company,2. Business Meeting (미팅),6,Customer,guest1234예요.,It's guest1234.,Guest-il-i-sam-sa-yeyo.,
company,2. Business Meeting (미팅),7,Staff,감사합니다.,Thank you.,Gamsahamnida.,
company,2. Business Meeting (미팅),8,Customer,좋은 회의 되세요.,Have a good meeting.,Joeun hoeui doeseyo.,
company,1. Company Visit (회사 방문),1,Staff,김 과장님 만나러 왔어요.,I came to see Manager Kim.,Kim gwajangnim mannaro wasseoyo.,
company,1. Company Visit (회사 방문),2,Customer,약속하셨어요?,Do you have an appointment?,Yaksokhasyeosseoyo?,
company,1. Company Visit (회사 방문),3,Staff,네 2시에요.,Yes at 2 PM.,Ne du-siyeyo.,
company,1. Company Visit (회사 방문),4,Customer,성함이 어떻게 되세요?,What is your name?,Seonghami eotteoke doeseyo?,
company,1. Company Visit (회사 방문),5,Staff,존 스미스예요.,John Smith.,Jon Seumiseu-yeyo.,
company,1. Company Visit (회사 방문),6,Customer,잠시만요. 안내해 드릴게요.,Just a moment. I'll escort you.,Jamsimanyo. Annaehae deurilgeyo.,
company,1. Company Visit (회사 방문),7,Staff,감사합니다.,Thank you.,Gamsahamnida.,
company,1. Company Visit (회사 방문),8,Customer,이쪽으로 오세요.,Please come this way.,Ijjogeuro oseyo.,
company,1. companyinquiry,1,Staff,영업시간이 어떻게 돼요?,What are your business hours?,Yeongeopsiganl eotteoke dwaeyo?,
company,1. companyinquiry,2,Customer,9시부터 6시까지요.,9 AM to 6 PM.,Ahopsibuteo yeoseot-sikkkajiyo.,
company,1. companyinquiry,3,Staff,토요일도 해요?,Are you open on Saturdays?,Toyoil-do haeyo?,
company,1. companyinquiry,4,Customer,아니요. 주말은 쉬어요.,No. We're closed on weekends.,Aniyo. Jumareun swioyo.,
company,1. companyinquiry,5,Staff,담당자 연락처 알 수 있어요?,Can I get the contact person's number?,Damdangja yeollakcheo al su isseoyo?,
company,1. companyinquiry,6,Customer,명함 드릴게요.,I'll give you a business card.,Myeongham deurilgeyo.,
company,1. companyinquiry,7,Staff,감사합니다.,Thank you.,Gamsahamnida.,
company,1. companyinquiry,8,Customer,천만에요.,You're welcome.,Cheonmaneyo.,
golf,1. golfreserve,1,Staff,내일 라운드 예약하고 싶어요.,I want to reserve a round for tomorrow.,Naeil laundeu yeyakhago sipeoyo.,
golf,1. golfreserve,2,Customer,몇 시로 하시겠어요?,What time would you like?,Myeot siro hasigesseoyo?,
golf,1. golfreserve,3,Staff,오전 7시요.,7 AM.,Ojeon ilgopsiyo.,
golf,1. golfreserve,4,Customer,몇 분이세요?,How many people?,Myeot buniseyo?,
golf,1. golfreserve,5,Staff,4명이요.,Four people.,Ne-myeong-iyo.,
golf,1. golfreserve,6,Customer,그린피가 1인당 15만원이에요.,Green fee is 150,Geurinpi-ga il-indang siboman-won-ieyo.,
golf,1. golfreserve,7,Staff,카트 포함이에요?,Does that include a cart?,Kateu poham-ieyo?,
golf,1. golfreserve,8,Customer,네 카트 캐디 포함이에요.,Yes cart and caddy included.,Ne kateu kaedi poham-ieyo.,
golf,1. golfequip,1,Staff,클럽 렌탈 할 수 있어요?,Can I rent clubs?,Keulleop rental hal su isseoyo?,
golf,1. golfequip,2,Customer,네 풀세트 5만원이에요.,Yes a full set is 50,Ne pulseteu oman-won-ieyo.,
golf,1. golfequip,3,Staff,공도 팔아요?,Do you sell balls?,Gongdo parayo?,
golf,1. golfequip,4,Customer,네 프로샵에서요.,Yes at the pro shop.,Ne peuroshap-eseoyo.,
golf,1. golfequip,5,Staff,장갑도 있어요?,Do you have gloves?,Janggapdo isseoyo?,
golf,1. golfequip,6,Customer,네 다 있어요.,Yes we have everything.,Ne da isseoyo.,
golf,1. golfequip,7,Staff,프로샵은 어디예요?,Where is the pro shop?,Peuroshap-eun eodiyeyo?,
golf,1. golfequip,8,Customer,클럽하우스 1층이요.,1st floor of the clubhouse.,Keulleophauseu il-cheung-iyo.,
golf,1. golfcourse,1,Staff,코스가 어떻게 돼요?,What's the course like?,Koseuga eotteoke dwaeyo?,
golf,1. golfcourse,2,Customer,18홀 파72예요.,18 holes par 72.,Sip-pal-hol pa-chilsip-i-yeyo.,
golf,1. golfcourse,3,Staff,난이도 어때요?,How difficult is it?,Nanido eottaeyo?,
golf,1. golfcourse,4,Customer,중급자용이에요.,It's for intermediate players.,Junggeubjayong-ieyo.,
golf,1. golfcourse,5,Staff,드라이빙 레인지 있어요?,Is there a driving range?,Deuraibing reinji isseoyo?,
golf,1. golfcourse,6,Customer,네 50타석 있어요.,Yes 50 bays.,Ne osip-taseok isseoyo.,
golf,1. golfcourse,7,Staff,연습하고 나갈게요.,I'll practice before going out.,Yeonseupago nagalgeyo.,
golf,1. golfcourse,8,Customer,1시간 전에 오세요.,Come an hour early.,Han-sigan jeone oseyo.,
elementary,1. School Visit (학교 방문),1,Staff,학교 방문하러 왔어요.,I came to visit the school.,Hakgyo bangmunhareo wasseoyo.,
elementary,1. School Visit (학교 방문),2,Customer,무슨 일로 오셨어요?,What brings you here?,Museun illo osyeosseoyo?,
elementary,1. School Visit (학교 방문),3,Staff,아이 입학 상담이요.,School admission consultation for my child.,Ai iphak sangdam-iyo.,
elementary,1. School Visit (학교 방문),4,Customer,교무실로 안내해 드릴게요.,I'll guide you to the office.,Gyomusillo annaehae deurilgeyo.,
elementary,1. School Visit (학교 방문),5,Staff,외국인 자녀도 입학 가능해요?,Can foreign children enroll?,Oegugin janyeodo iphak ganeunghaeyo?,
elementary,1. School Visit (학교 방문),6,Customer,네 서류만 준비하시면 돼요.,Yes just prepare the documents.,Ne seoryuman junbihaseumyeon dwaeyo.,
elementary,1. School Visit (학교 방문),7,Staff,어떤 서류가 필요해요?,What documents are needed?,Eotteon seoryuga piryohaeyo?,
elementary,1. School Visit (학교 방문),8,Customer,여권 외국인등록증 건강검진서요.,Passport ARC and health certificate.,Yeogwon oegugindeungrokjeung geonganggoemjinseoyo.,
elementary,1. eleminquiry,1,Staff,급식이 있어요?,Is there school lunch?,Geupsi-gi isseoyo?,
elementary,1. eleminquiry,2,Customer,네 매일 급식 제공해요.,Yes lunch is provided daily.,Ne maeil geupsi jegonghaeyo.,
elementary,1. eleminquiry,3,Staff,영어 수업 있어요?,Are there English classes?,Yeongeo sueop isseoyo?,
elementary,1. eleminquiry,4,Customer,네 원어민 선생님이 계세요.,Yes there's a native teacher.,Ne woneomini seonsaengnim-i gyeseyo.,
elementary,1. eleminquiry,5,Staff,방과후 프로그램 있어요?,Are there after-school programs?,Banggwahu peurogeuraem isseoyo?,
elementary,1. eleminquiry,6,Customer,네 여러 가지 있어요.,Yes there are many.,Ne yeoreo gaji isseoyo.,
elementary,1. eleminquiry,7,Staff,목록 볼 수 있어요?,Can I see the list?,Mongnok bol su isseoyo?,
elementary,1. eleminquiry,8,Customer,여기 안내책자요.,Here's a brochure.,Yeogi annaechaekjayo.,
elementary,2. School Events (학교 행사),1,Staff,학예회가 언제예요?,When is the school festival?,Hagyehoe-ga eonjeyeyo?,
elementary,2. School Events (학교 행사),2,Customer,다음 달 15일이요.,The 15th of next month.,Daeum dal sib-o-il-iyo.,
elementary,2. School Events (학교 행사),3,Staff,학부모도 갈 수 있어요?,Can parents attend?,Hakbumodo gal su isseoyo?,
elementary,2. School Events (학교 행사),4,Customer,네 물론이죠.,Yes of course.,Ne mullon-ijyo.,
elementary,2. School Events (학교 행사),5,Staff,몇 시에 시작해요?,What time does it start?,Myeot si-e sijakae-yo?,
